stamp,x,y,z,qx,qy,qz,qw,yaw,vx,vy,vz,algorithm,run_id
1621218775.517410040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,orb_slam3,0
1621218775.517410040,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,orb_slam3,0
1621218775.586544991,-0.008896085178314537,-0.04649057598010545,0.0,0.0,0.0,-0.00021918765143321044,0.9999999759783864,-0.0004383753063765816,-1.002816882727723e-17,-5.240679864062797e-17,0.0,orb_slam3,0
1621218775.652034283,-0.012567110254637207,-0.05340417623245882,0.0,0.0,0.0,-0.00036605544861932545,0.999999933001702,-0.0007321109135887127,-1.3232739311250306e-13,-2.4947482248012564e-13,0.0,orb_slam3,0
1621218775.718951941,-0.013538627580139588,-0.0510953274836271,0.0,0.0,0.0,-0.00046372615507455863,0.9999998924790208,-0.0009274523433893123,-2.0777465483868174e-13,-6.545946934049781e-14,0.0,orb_slam3,0
1621218775.786413431,-0.010352630410604339,-0.049069767469933176,0.0,0.0,0.0,-0.0004181337508609862,0.9999999125820793,-0.0008362675260902285,1.8491527355355927e-13,1.8379806758931695e-13,0.0,orb_slam3,0
1621218775.852976322,-0.011368508966216226,-0.04745718185060884,0.0,0.0,0.0,-0.0004401269372974548,0.9999999031441349,-0.000880253903014161,1.5993577285133556e-14,4.4314671459558686e-13,0.0,orb_slam3,0
1621218775.919376135,-0.012316069098180492,-0.05018233646556424,0.0,0.0,0.0,-0.0004259760294386856,0.999999909272207,-0.0008519520846426154,-1.7530480533500174e-13,-1.1703721619338292e-13,0.0,orb_slam3,0
1621218775.986126900,-0.010202077518009228,-0.05212641646254727,0.0,0.0,0.0,-0.0003821093403896004,0.9999999269962233,-0.0007642186993761513,3.384721913892428e-13,-5.816993251084421e-13,0.0,orb_slam3,0
1621218776.052686691,-0.010933890465484392,-0.05087054795116116,0.0,0.0,0.0,-0.00038055117059379004,0.9999999275904007,-0.0007611023595579525,1.2628698728981346e-13,-2.1816832275455553e-13,0.0,orb_slam3,0
1621218776.119186878,-0.012046992148974162,-0.050118745151971844,0.0,0.0,0.0,-0.0004279426864187769,0.9999999084325244,-0.0008558853989613091,-2.2269161633574743e-13,2.1411319381243175e-14,0.0,orb_slam3,0
