stamp,x,y,z,qx,qy,qz,qw,yaw,vx,vy,vz,algorithm,run_id
1621218775.922913551,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218775.922913551,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218776.423521519,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218776.423521519,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218776.924124718,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218776.924124718,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218777.424404144,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218777.424404144,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218777.925159454,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218777.925159454,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218778.425616264,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218778.425616264,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218778.925701141,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218778.925701141,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218779.426204681,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218779.426204681,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218779.926844120,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218779.926844120,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218780.527314901,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218780.527314901,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218781.027378559,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218781.027378559,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218781.527996063,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218781.527996063,-0.00026087809237651527,0.007101520895957947,0.0008991985232569277,0.00013832791798119127,-7.744576693664518e-06,1.502940744671088e-05,0.9999999850988387,3.005667187130414e-05,0.0,0.0,0.0,rtab_map,0
1621218782.028976917,-0.010098041035234928,0.00829306710511446,-0.001954294741153717,0.00020091147320054043,7.061444351658845e-06,-6.589586120704252e-05,0.999999977648258,-0.00013178888241261927,0.0,0.0,0.0,rtab_map,0
1621218782.028976917,-0.010098041035234928,0.00829306710511446,-0.001954294741153717,0.00020091147320054043,7.061444351658845e-06,-6.589586120704252e-05,0.999999977648258,-0.00013178888241261927,0.0,0.0,0.0,rtab_map,0
1621218782.529032707,-0.008899475447833538,0.09572296589612961,-0.0017381617799401283,0.00031538119901744455,-2.5900711328242138e-05,-2.987162721933624e-05,0.9999999552965154,-5.9759589078418764e-05,0.0,0.0,0.0,rtab_map,0
1621218782.529032707,-0.008899475447833538,0.09572296589612961,-0.0017381617799401283,0.00031538119901744455,-2.5900711328242138e-05,-2.987162721933624e-05,0.9999999552965154,-5.9759589078418764e-05,0.0,0.0,0.0,rtab_map,0
1621218783.029113293,-0.0030947132036089897,0.2867831587791443,-0.0012752083130180836,0.000530150797985619,-5.603457355455722e-05,-5.119304513525016e-05,0.999999850988377,-0.0001024454893834564,0.0,0.0,0.0,rtab_map,0
1621218783.029113293,-0.0030947132036089897,0.2867831587791443,-0.0012752083130180836,0.000530150797985619,-5.603457355455722e-05,-5.119304513525016e-05,0.999999850988377,-0.0001024454893834564,0.0,0.0,0.0,rtab_map,0
1621218783.529678822,0.01209119614213705,0.6425247192382812,-0.00647661043331027,0.0010194631786919182,5.885570055874711e-06,-0.00032334804924433625,0.9999994263051295,-0.000646683772362332,0.0,0.0,0.0,rtab_map,0
1621218783.529678822,0.01209119614213705,0.6425247192382812,-0.00647661043331027,0.0010194631786919182,5.885570055874711e-06,-0.00032334804924433625,0.9999994263051295,-0.000646683772362332,0.0,0.0,0.0,rtab_map,0
1621218784.030142784,0.04551444202661514,1.3175350427627563,-0.01795574463903904,0.0017626139970613026,7.238221622155231e-05,-0.0005752041431856624,0.9999982863649944,-0.0011501514171474404,0.0,0.0,0.0,rtab_map,0
