stamp,x,y,z,qx,qy,qz,qw,yaw,vx,vy,vz,algorithm,run_id
1621218775.823314905,0.004941600442808118,0.0022173198068065614,0.0009159624372200928,0.0001535316385734668,3.2284481001489464e-05,-3.603874150421736e-05,0.9999999870434784,-7.206756890868902e-05,0.0,0.0,0.0,fast_lio2,0
1621218775.823314905,0.004941600442808118,0.0022173198068065614,0.0,0.0,0.0,-3.6033784446472276e-05,0.9999999993507832,-7.206756890854038e-05,0.0,0.0,0.0,fast_lio2,0
1621218775.922913551,-0.0002608753638993891,0.007101515504459557,0.0,0.0,0.0,1.5024823208576815e-05,0.9999999998871273,3.0049646418284223e-05,-5.275612337226007e-18,4.952142583205321e-18,0.0,fast_lio2,0
1621218776.023300886,0.0008119125914859735,0.004903260279138883,0.0,0.0,0.0,2.2744138525247782e-05,0.9999999997413521,4.548827705441738e-05,1.0619041572039618e-13,-2.1761181512018764e-13,0.0,fast_lio2,0
1621218776.123600483,-0.0005832233963705705,0.004075975163467965,0.0,0.0,0.0,-3.1805848932311085e-06,0.9999999999949419,-6.361169786472942e-06,-1.6889105152961498e-13,-3.751891672167172e-13,0.0,fast_lio2,0
1621218776.223506927,-0.0006979930218565288,0.00430272817814802,0.0,0.0,0.0,-2.974393724648527e-06,0.9999999999955765,-5.948787449305826e-06,-1.9691788838781754e-13,-2.9939202709673035e-13,0.0,fast_lio2,0
1621218776.323287487,-0.00018375220203942444,0.004083938657668815,0.0,0.0,0.0,-4.091845889221978e-05,0.9999999991628399,-8.183691780727643e-05,1.4876894734017051e-15,-3.6949834671443603e-13,0.0,fast_lio2,0
1621218776.423521519,-0.002530255147292484,0.004942734607901807,0.0,0.0,0.0,2.1658903891802167e-05,0.999999999765446,4.3317807786991125e-05,-1.0586246455319811e-12,3.5144379592739295e-14,0.0,fast_lio2,0
1621218776.523806572,-0.001705342802432371,0.004714236457273236,0.0,0.0,0.0,1.3212770122510127e-05,0.9999999999127114,2.6425540245789136e-05,-5.711544738817139e-13,-8.632679261103698e-14,0.0,fast_lio2,0
1621218776.623888016,-0.003266774187316374,0.004364405343468528,0.0,0.0,0.0,-4.620341082822935e-06,0.9999999999893262,-9.240682165678747e-06,-1.4526027306190763e-12,-2.862372196023636e-13,0.0,fast_lio2,0
1621218776.723740816,-0.004057857953664418,0.004356942089674633,0.0,0.0,0.0,6.6214858315887455e-06,0.999999999978078,1.3242971663274263e-05,-1.865833340966413e-12,-2.725950678901458e-13,0.0,fast_lio2,0
1621218776.823903561,-0.004392364668229453,0.006829209108799553,0.0,0.0,0.0,5.7384025354415695e-05,0.9999999983535368,0.00011476805077181852,-1.9673789405582776e-12,1.4546928352383078e-12,0.0,fast_lio2,0
1621218776.924124718,-0.004222637126967989,0.005049608844516394,0.0,0.0,0.0,2.5882321390998837e-05,0.9999999996650527,5.176464278777715e-05,-1.698026976323794e-12,4.2234102006586137e-14,0.0,fast_lio2,0
1621218777.024002075,-0.004263435493571812,0.005764334987900372,0.0,0.0,0.0,4.763659866077425e-05,0.9999999988653773,9.527319735758155e-05,-1.5984085427041824e-12,5.871497890005115e-13,0.0,fast_lio2,0
1621218777.124210835,-0.004147195464239167,0.00690868196874033,0.0,0.0,0.0,2.0183416965930618e-05,0.9999999997963148,4.0366833934601935e-05,-1.3768978023162788e-12,1.4550842525513658e-12,0.0,fast_lio2,0
1621218777.224199772,-0.004268989826833224,0.007514151594936764,0.0,0.0,0.0,3.867120985314538e-05,0.9999999992522688,7.734241972556788e-05,-1.363216700641484e-12,1.8333970578960235e-12,0.0,fast_lio2,0
1621218777.324525118,-0.0058036265886414655,0.007932072392887407,0.0,0.0,0.0,1.7413816929775814e-05,0.9999999998483795,3.4827633861311824e-05,-2.548223073250913e-12,2.031613233492626e-12,0.0,fast_lio2,0
1621218777.424404144,-0.006002634050910889,0.007334374965738996,0.0,0.0,0.0,3.7944450219427814e-05,0.9999999992801093,7.588890045706619e-05,-2.4990038724875463e-12,1.340028318207653e-12,0.0,fast_lio2,0
1621218777.524596691,-0.0060110460782986114,0.007601843569457105,0.0,0.0,0.0,4.297343712909742e-05,0.9999999990766418,8.594687428464809e-05,-2.2853989750997097e-12,1.4568737587302392e-12,0.0,fast_lio2,0
1621218777.624645233,-0.006065420157185803,0.007012074011741548,0.0,0.0,0.0,8.934765444515438e-05,0.9999999960084983,0.000178695309128063,-2.129209457265176e-12,8.007922057125076e-13,0.0,fast_lio2,0
1621218777.724898338,-0.0065755944220643224,0.007338799183960043,0.0,0.0,0.0,9.493387596322061e-05,0.9999999954937796,0.00018986775221163652,-2.3966568882472828e-12,1.0232721754080323e-12,0.0,fast_lio2,0
1621218777.824476242,-0.006601176090796652,0.007392324299485985,0.0,0.0,0.0,5.088540835720452e-05,0.9999999987053376,0.00010177081675832866,-2.201583787643538e-12,9.785956953497132e-13,0.0,fast_lio2,0
1621218777.925159454,-0.0068592642410965346,0.006655318744580062,0.0,0.0,0.0,3.9992018197041536e-05,0.9999999992003192,7.998403641540364e-05,-2.2356040799238724e-12,2.082275942722812e-13,0.0,fast_lio2,0
1621218778.025170803,-0.0066048200509171645,0.006350688588847779,0.0,0.0,0.0,3.0558442179491516e-05,0.9999999995330908,6.111688436849505e-05,-1.7936350477511148e-12,-9.211675450814601e-14,0.0,fast_lio2,0
1621218778.125282764,-0.0067258549006833455,0.006494421744528516,0.0,0.0,0.0,4.852328153731491e-05,0.9999999988227456,9.704656311271265e-05,-1.7386596584114423e-12,4.987901073634271e-14,0.0,fast_lio2,0
1621218778.225417376,-0.007451960595877015,0.0064116769814248934,0.0,0.0,0.0,5.3396987457370986e-05,0.9999999985743808,0.00010679397496549113,-2.252642079895471e-12,-3.186158482104264e-14,0.0,fast_lio2,0
1621218778.325406313,-0.007791717877284432,0.007319661294401002,0.0,0.0,0.0,3.381869029882975e-05,0.9999999994281481,6.763738061055236e-05,-2.3584535576386155e-12,8.193665608198855e-13,0.0,fast_lio2,0
1621218778.425616264,-0.00797792568559372,0.007824913869398473,0.0,0.0,0.0,4.512608262064456e-05,0.9999999989818183,9.025216527192016e-05,-2.310717403144815e-12,1.2163369591996478e-12,0.0,fast_lio2,0
1621218778.525550365,-0.007769208347958603,0.0077535632410994084,0.0,0.0,0.0,4.0260991231558826e-05,0.9999999991895263,8.05219824848713e-05,-1.8969073578871234e-12,1.0346366351962925e-12,0.0,fast_lio2,0
1621218778.625331402,-0.007637019585017996,0.007034605818363216,0.0,0.0,0.0,6.851935105534908e-05,0.9999999976525492,0.0001370387022179287,-1.5938536331945968e-12,2.619479221884326e-13,0.0,fast_lio2,0
1621218778.725930214,-0.007244382459705844,0.006999932629416152,0.0,0.0,0.0,6.426811984655587e-05,0.9999999979348044,0.0001285362397815959,-1.0701542072880065e-12,2.0411144147674718e-13,0.0,fast_lio2,0
1621218778.825627804,-0.006905518490483476,0.006304618941406197,0.0,0.0,0.0,-3.2499881847889952e-06,0.9999999999947188,-6.499976369589433e-06,-6.502236163034092e-13,-4.69429950437244e-13,0.0,fast_lio2,0
1621218778.925701141,-0.007975048835636695,0.006671591672321913,0.0,0.0,0.0,9.673528413779242e-05,0.9999999953211424,0.00019347056857732528,-1.5991959242034907e-12,-7.805584664746464e-14,0.0,fast_lio2,0
1621218779.025749445,-0.007695555538989085,0.006405979098040469,0.0,0.0,0.0,4.331573485405422e-05,0.9999999990618735,8.663146973519886e-05,-1.182976410718334e-12,-3.21853492208507e-13,0.0,fast_lio2,0
1621218779.125974894,-0.008267634408183682,0.007184692402368387,0.0,0.0,0.0,6.273233401847752e-05,0.9999999980323271,0.00012546466811924617,-1.6124295197374163e-12,4.4689110759518627e-13,0.0,fast_lio2,0
1621218779.225897789,-0.00887137742327888,0.0068827945728019094,0.0,0.0,0.0,4.5391063438993756e-05,0.9999999989698257,9.078212690916132e-05,-2.0301882462484363e-12,1.1897329295344923e-13,0.0,fast_lio2,0
1621218779.326064587,-0.008727364603952166,0.007859570376875003,0.0,0.0,0.0,5.3157942559389974e-05,0.9999999985871165,0.00010631588516885059,-1.7000681732595716e-12,1.0338418370768295e-12,0.0,fast_lio2,0
1621218779.426204681,-0.008059591109449435,0.007318153989308955,0.0,0.0,0.0,3.2222482085872474e-05,0.9999999994808558,6.444496418289702e-05,-9.047818426412947e-13,4.217661503453838e-13,0.0,fast_lio2,0
